title,content warnings,date finished,date watched,favourite?,feels,genre,notes,progress,rating,"rating ",runtime,status,summary,tags,total,trailer,type,watched
blue planet ii,,,,No,"chill, educational","educational, nature and environment",,0%,,,50 min,watchlist,"continues to explore the oceans, focusing on new discoveries and the impact of humans on marine habitats","adventure, exploration, science",7,,documentary,
frozen planet,,,,No,"chill, educational","educational, nature and environment",,0%,,,50 min,watchlist,examines life in the polar regions and how animals and humans adapt to extreme conditions,"adventure, exploration, science",7,,documentary,
the cove,,,,No,"serious, tense","crime, nature and environment",,0%,,,90 min,watchlist,"an exposé on the dolphin hunting industry in japan, highlighting animal cruelty and environmental issues","crime, investigation, social",1,,documentary,
chasing ice,,,,No,"dramatic, educational","educational, nature and environment",,0%,,,75 min,watchlist,follows a photographer documenting the rapid melting of glaciers to raise awareness of climate change,"exploration, science",1,,documentary,
before the flood,,,,No,"educational, serious","educational, nature and environment",,0%,,,96 min,watchlist,"examines global climate change, its causes, and possible solutions through interviews with scientists and leaders","exploration, science, social",1,,documentary,
racing extinction,,,,No,"educational, tense","educational, nature and environment",,0%,,,92 min,watchlist,"documents species extinction and efforts to prevent it, highlighting human impact on the environment","exploration, science, social",1,,documentary,
virunga,,,,No,"dramatic, tense","crime, nature and environment",,0%,,,120 min,watchlist,follows park rangers in the democratic republic of congo protecting endangered gorillas from poaching and conflict,"crime, exploration, social",1,,documentary,
the ivory game,,,,No,"serious, tense","crime, nature and environment",,0%,,,100 min,watchlist,investigates the illegal ivory trade and efforts to stop poaching of elephants in africa,"crime, investigation, social",1,,documentary,
cowspiracy,,,,No,"educational, serious","educational, nature and environment",,0%,,,90 min,watchlist,examines the environmental impact of animal agriculture and the lack of public awareness on sustainability issues,"science, social",1,,documentary,
seaspiracy,,,,No,"educational, serious","educational, nature and environment",,0%,,,90 min,watchlist,explores the global fishing industry’s effects on marine ecosystems and ocean health,"science, social",1,,documentary,
life,,,,No,"chill, educational","educational, nature and environment",,0%,,,50 min,watchlist,documents the extraordinary behaviors and adaptations of animals around the world,"adventure, exploration, science",10,,documentary,
march of the penguins,,,,No,"chill, dramatic",nature and environment,,0%,,,80 min,watchlist,follows emperor penguins as they endure harsh conditions to mate and raise their chicks in antarctica,"exploration, family",1,,documentary,
chasing coral,,,,No,"dramatic, educational","educational, nature and environment",,0%,,,90 min,watchlist,follows a team documenting the rapid disappearance of coral reefs and the effects of climate change,"exploration, science",1,,documentary,
the biggest little farm,,,,No,"chill, educational",nature and environment,,0%,,,92 min,watchlist,"follows a couple as they establish a sustainable farm, highlighting challenges and environmental lessons","exploration, family, social",1,,documentary,
nature’s great events,,,,No,"chill, educational","educational, nature and environment",,0%,,,50 min,watchlist,depicts the natural events that shape ecosystems and wildlife behavior across the planet,"adventure, exploration, science",8,,documentary,
the hunt,,,,No,"dramatic, educational","educational, nature and environment",,0%,,,50 min,watchlist,"focuses on predators and their strategies to survive, showing the balance of nature in action","adventure, exploration, science",7,,documentary,
africa,,,,No,"chill, educational","educational, nature and environment",,0%,,,50 min,watchlist,"explores the wildlife and landscapes of africa, highlighting the beauty and danger of its diverse ecosystems","adventure, exploration, science",6,,documentary,
human planet,,,,No,"dramatic, educational","educational, nature and environment",,0%,,,50 min,watchlist,examines how humans adapt to extreme environments and the complex relationship between people and nature,"exploration, social",8,,documentary,
13th,,,,No,"dramatic, serious","crime, society and human issues",,0%,,,100 min,watchlist,"analyzes the intersection of race, justice, and mass incarceration in the united states","investigation, social, true crime",1,,documentary,
american factory,,,,No,"educational, serious",society and human issues,,0%,,,110 min,watchlist,explores cultural clashes and labor issues when a chinese company reopens a factory in ohio,"cultural, social, workplace drama",1,,documentary,
miss representation,,,,No,"educational, serious",society and human issues,,0%,,,90 min,watchlist,examines how media misrepresentation of women influences society and gender politics,"cultural, political drama, social",1,,documentary,
the social dilemma,,,,No,"educational, serious","educational, society and human issues",,0%,,,94 min,watchlist,investigates how social media platforms manipulate users and impact mental health,"social, technology",1,,documentary,
city of ghosts,,,,No,"serious, tense",society and human issues,,0%,,,90 min,watchlist,"follows citizen journalists documenting life under isis control in raqqa, syria","investigation, social, war",1,,documentary,
the true cost,,,,No,"educational, serious",society and human issues,,0%,,,100 min,watchlist,explores the environmental and human impact of fast fashion,"exploration, social",1,,documentary,
period. end of sentence.,,,,No,"educational, serious",society and human issues,,0%,,,26 min,watchlist,documents a group of women in india fighting menstruation stigma and promoting access to sanitary products,social,1,,documentary,
time,,,,No,"dramatic, serious",society and human issues,,0%,,,130 min,watchlist,"follows a mother’s fight to free her incarcerated husband, exploring themes of justice and systemic inequality","legal drama, social",1,,documentary,
won’t you be my neighbor?,,,,No,"chill, educational",society and human issues,,0%,,,94 min,watchlist,"profiles fred rogers and his philosophy of kindness, education, and children’s television","biography, family, social",1,,documentary,
i am not your negro,,,,No,"dramatic, serious",society and human issues,,0%,,,95 min,watchlist,explores race and civil rights in america through the writings of james baldwin,"biography, cultural, social",1,,documentary,
athlete a,,,,No,"serious, tense","crime, society and human issues",,0%,,,97 min,watchlist,investigates the usa gymnastics sexual abuse scandal and the journalists who exposed it,"investigation, social, true crime",1,,documentary,
on the record,,,,No,"serious, tense","crime, society and human issues",,0%,,,100 min,watchlist,follows the experiences of women who accused hip hop mogul russell simmons of sexual misconduct,"investigation, social, true crime",1,,documentary,
"life, animated",,,,No,"chill, educational","animated, society and human issues",,0%,,,80 min,watchlist,tells the story of a young man with autism discovering life lessons through disney animated films,"family, kids",1,,documentary,
pray away,,,,No,"dramatic, serious",society and human issues,,0%,,,92 min,watchlist,follows ex-leaders of conversion therapy groups reflecting on their work and its consequences,"biography, social",1,,documentary,
the white helmets,,,,No,"dramatic, tense",society and human issues,,0%,,,40 min,watchlist,follows volunteer rescue workers in syria risking their lives to save civilians in conflict zones,"adventure, social, war",1,,documentary,
boys state,,,,No,"educational, tense",society and human issues,,0%,,,98 min,watchlist,"follows a program teaching american teenagers about politics, leadership, and citizenship","coming of age, political drama, social",1,,documentary,
american teen,,,,No,"chill, dramatic",society and human issues,,0%,,,96 min,watchlist,"follows four teenagers navigating high school, relationships, and personal growth","coming of age, social, teen drama",1,,documentary,
the mask you live in,,,,No,"educational, serious",society and human issues,,0%,,,94 min,watchlist,examines how american culture shapes boys’ perceptions of masculinity and emotional expression,"coming of age, social",1,,documentary,
minimalism: a documentary about the important things,,,,No,"chill, educational",society and human issues,,0%,,,78 min,watchlist,explores the lives of people who have embraced minimalism and the benefits of living with less,"family, social",1,,documentary,
saving face,,,,No,"educational, serious",society and human issues,,0%,,,92 min,watchlist,follows two british-pakistani women as they navigate honor-based cultural pressures while pursuing personal freedom,"biography, social",1,,documentary,
he named me malala,,,,No,serious,society and human issues,,0%,,,88 min,watchlist,"profiles malala yousafzai, her advocacy for girls’ education, and the challenges she has faced","biography, cultural, social",1,,documentary,
making a murderer,,,,No,"dramatic, tense",crime,,0%,,,600 min,watchlist,"follows steven avery’s controversial criminal cases, examining potential judicial corruption and evidence mishandling","investigation, legal drama, police procedural",10,,documentary,
the jinx,,,,No,"dramatic, tense",crime,,0%,,,330 min,watchlist,explores robert durst’s alleged crimes through interviews and archival footage,"crime, investigation, police procedural",6,,documentary,
wild wild country,,,,No,"dramatic, tense",crime,,0%,,,360 min,watchlist,chronicles the rise and fall of the rajneeshpuram commune in oregon and the legal and social conflicts surrounding it,"crime, investigation, social",6,,documentary,
the staircase,,,,No,"dramatic, tense",crime,,0%,,,600 min,watchlist,"follows the trial of michael peterson, accused of murdering his wife, highlighting courtroom proceedings and evidence","crime, investigation, legal drama",13,,documentary,
oj: made in america,,,,No,"dramatic, tense","crime, historical",,0%,,,467 min,watchlist,"examines oj simpson’s life, trial, and its broader social and racial implications in america","crime, investigation, social",5,,documentary,
conversations with a killer: the ted bundy tapes,,,,No,"dramatic, tense",crime,,0%,,,400 min,watchlist,"explores ted bundy’s crimes through interviews, archival footage, and audio recordings","crime, investigation, psychological thriller",4,,documentary,
killer inside: the mind of aaron hernandez,,,,No,"dramatic, tense",crime,,0%,,,305 min,watchlist,"examines the life and criminal acts of aaron hernandez, exploring his psychology and downfall","crime, investigation, psychological thriller",3,,documentary,
night stalker: the hunt for a serial killer,,,,No,"dramatic, tense",crime,,0%,,,300 min,watchlist,"follows detectives tracking richard ramirez, the night stalker, during his 1980s killing spree in los angeles","crime, investigation, police procedural",4,,documentary,
evil genius,,,,No,"dramatic, tense",crime,,0%,,,308 min,watchlist,"investigates a bizarre bank heist and murder case in pennsylvania, revealing complex criminal planning","crime, investigation, psychological thriller",4,,documentary,
the keepers,,,,No,"dramatic, tense",crime,,0%,,,360 min,watchlist,investigates the unsolved murder of a nun and uncovers allegations of sexual abuse within a baltimore church,"crime, investigation, police procedural",7,,documentary,
don’t f**k with cats: hunting an internet killer,,,,No,"dramatic, tense",crime,,0%,,,225 min,watchlist,"follows online sleuths tracking a man who killed cats and later committed a murder, highlighting digital detective work","crime, investigation, psychological thriller",3,,documentary,
fear city: new york vs the mafia,,,,No,"dramatic, tense",crime,,0%,,,295 min,watchlist,chronicles the fbi’s battle against new york city’s five mafia families during the 1970s and 1980s,"crime, investigation, police procedural",5,,documentary,
the confession tapes,,,,No,"dramatic, tense",crime,,0%,,,250 min,watchlist,examines cases where people were convicted based on potentially false confessions,"crime, investigation, legal drama",4,,documentary,
trial 4,,,,No,"dramatic, tense",crime,,0%,,,330 min,watchlist,follows a man’s decades-long fight to prove his innocence after being wrongfully convicted for murder,"crime, investigation, legal drama",4,,documentary,
the family i had,,,,No,"dramatic, tense",crime,,0%,,,80 min,watchlist,explores a family coping with the murder of a child by her older brother and the impact on their lives,"crime, investigation, social",1,,documentary,
killer ratings,,,,No,"dramatic, tense",crime,,0%,,,90 min,watchlist,examines a crime for ratings scandal in brazil where a tv host allegedly commissioned murders to boost viewership,"crime, investigation, social",1,,documentary,
murder on middle beach,,,,No,"dramatic, tense",crime,,0%,,,300 min,watchlist,follows the filmmaker investigating his mother’s unsolved murder and the secrets surrounding his hometown,"crime, investigation, social",4,,documentary,
how to fix a drug scandal,,,,No,"dramatic, tense",crime,,0%,,,160 min,watchlist,"follows detectives uncovering misconduct in mass drug testing, affecting thousands of lives in massachusetts","crime, investigation, legal drama",2,,documentary,
the ripper,,,,No,"dramatic, tense",crime,,0%,,,200 min,watchlist,chronicles the investigation into the yorkshire ripper murders in 1970s england,"crime, investigation, psychological thriller",4,,documentary,
disappeared,,,,No,"dramatic, tense",crime,,0%,,,60 min,watchlist,follows cases of missing persons and the efforts to uncover the circumstances behind their disappearances,"crime, investigation, police procedural",1,,documentary,
aileen: life and death of a serial killer,,,,No,"dramatic, tense",crime,,0%,,,112 min,watchlist,"profiles aileen wuornos, a notorious serial killer, and the factors that influenced her crimes","crime, investigation, psychological thriller",1,,documentary,
the innocent man,,,,No,"dramatic, tense",crime,,0%,,,600 min,watchlist,"examines wrongful convictions and the failures of the criminal justice system in odessa, oklahoma","crime, investigation, legal drama",6,,documentary,
criminal: uk,,,,No,"dramatic, tense",crime,,0%,,,30 min,watchlist,a series following intense interrogations of suspects by police in various uk criminal cases,"crime, investigation, police procedural",12,,documentary,
the last dance,,,,No,"dramatic, educational","educational, sports",,0%,,,50 min,watchlist,"chronicles michael jordan and the chicago bulls’ 1990s dynasty, offering insights into basketball and team dynamics","biography, sports",10,,documentary,
iverson,,,,No,"dramatic, educational","drama, sports",,0%,,,116 min,watchlist,"profiles allen iverson’s basketball career, personal life, and impact on the sport","biography, sports",1,,documentary,
one in a billion,,,,No,"educational, serious",educational,,0%,,,45 min,watchlist,follows the story of a young girl with a rare genetic disease and the medical efforts to save her life,"medical drama, social",1,,documentary,
lakers: the showtime era,,,,No,"dramatic, educational","educational, sports",,0%,,,120 min,watchlist,"documents the lakers’ showtime era in the 1980s, highlighting key games and players","biography, sports",1,,documentary,
undefeated,,,,No,"dramatic, educational","educational, sports",,0%,,,123 min,watchlist,follows a high school football team overcoming challenges and adversity to achieve success,"biography, sports",1,,documentary,
hoop dreams,,,,No,"dramatic, educational","educational, sports",,0%,,,120 min,watchlist,follows two chicago teenagers pursuing their dream of becoming professional basketball players,"biography, sports",1,,documentary,
more than a game,,,,No,"dramatic, educational","educational, sports",,0%,,,120 min,watchlist,"follows lebron james and his high school teammates, chronicling their basketball journey and personal growth","biography, sports",1,,documentary,
the weight of gold,,,,No,"dramatic, serious","educational, sports",,0%,,,90 min,watchlist,explores the mental health struggles of olympic athletes and the pressures of elite competition,"social, sports",1,,documentary,
venus and serena,,,,No,"dramatic, educational",sports,,0%,,,115 min,watchlist,profiles the careers and lives of tennis legends venus and serena williams,"biography, sports",1,,documentary,
maradona,,,,No,"dramatic, educational",sports,,0%,,,130 min,watchlist,"explores diego maradona’s football career, personal struggles, and legacy","biography, sports",1,,documentary,
pelé,,,,No,"dramatic, educational","comedy, drama, fantasy, sports",,0%,,,120 min,watchlist,"chronicles pelé’s life and legendary football career, highlighting his global influence","biography, sports",1,,documentary,
pumping iron,,,,No,"dramatic, educational","educational, sports",,0%,,,90 min,watchlist,"follows bodybuilders, including arnold schwarzenegger, competing in the 1975 mr. olympia contest","biography, sports",1,,documentary,
tyson,,,,No,"dramatic, serious","drama, sports",,0%,,,138 min,watchlist,"profiles mike tyson’s boxing career, personal life, and rise to fame","biography, sports",1,,documentary,
unforgivable blackness: the rise and fall of jack johnson,,,,No,"dramatic, serious","historical, sports",,0%,,,180 min,watchlist,examines jack johnson’s life as the first black heavyweight boxing champion and the racial challenges he faced,"biography, historical, sports",1,,documentary,
avatar: the last airbender,,,,No,"dramatic, happy, tense","action and adventure, fantasy",,0%,,,61 min,watchlist,follows a young airbender named aang who must master all four elements to stop the fire nation and bring balance to the world,"action, adventure, fantasy, kids",61,,animated films/cartoons,
the legend of korra,,,,No,"dramatic, happy, tense","action and adventure, fantasy",,0%,,,43 min,watchlist,"follows korra, the next avatar after aang, as she navigates political unrest and elemental mastery in a modernizing world","action, adventure, fantasy, kids",52,,animated films/cartoons,
adventure time,,,,No,"chill, funny, happy","action and adventure, comedy, fantasy",,0%,,,11 min,watchlist,follows finn the human and jake the dog on surreal adventures in the land of ooo,"adventure, fantasy, kids",283,,animated films/cartoons,
regular show,,,,No,"chill, funny, happy","action and adventure, comedy",,0%,,,11 min,watchlist,"follows two park workers, mordecai and rigby, as they get into bizarre and often supernatural situations","adventure, comedy, kids",261,,animated films/cartoons,
steven universe,,,,No,"dramatic, funny, happy","action and adventure, comedy, fantasy",,0%,,,11 min,watchlist,"follows steven, a young boy with gem powers, as he protects humanity alongside the crystal gems","adventure, comedy, fantasy, kids",160,,animated films/cartoons,
rick and morty,,,,No,"dark, funny, tense","action and adventure, comedy, sci-fi",,0%,,,23 min,watchlist,follows the misadventures of a cynical scientist rick and his grandson morty across bizarre multiverses,"adventure, comedy, science",61,,animated films/cartoons,
bojack horseman,,,,No,"dark, dramatic, funny","comedy, drama",,0%,,,25 min,watchlist,"follows washed-up actor bojack horseman as he struggles with addiction, relationships, and personal growth","comedy, drama",77,,animated films/cartoons,
the simpsons,,,,No,"chill, funny, happy",comedy,,0%,,,22 min,watchlist,"follows the everyday life of the simpson family in springfield, satirizing society and culture","comedy, family, kids",750,,animated films/cartoons,
futurama,,,,No,"chill, dramatic, funny","comedy, sci-fi",,0%,,,22 min,watchlist,"follows fry, a pizza delivery boy frozen in 1999, as he navigates life in the 31st century with a quirky crew","adventure, comedy, science",140,,animated films/cartoons,
family guy,,,,No,"chill, dark, funny",comedy,,0%,,,22 min,watchlist,"follows peter griffin and his family in the fictional town of quahog, using absurd and satirical humor",comedy,362,,animated films/cartoons,
american dad,,,,No,"chill, dark, funny",comedy,,0%,,,22 min,watchlist,follows cia agent stan smith and his unconventional family as they encounter absurd situations,comedy,307,,animated films/cartoons,
bob’s burgers,,,,No,"chill, funny, happy",comedy,,0%,,,22 min,watchlist,follows the belcher family as they run a small burger restaurant while navigating quirky neighborhood adventures,"comedy, family",244,,animated films/cartoons,
south park,,,,No,"dark, funny",comedy,,0%,,,22 min,watchlist,"follows four boys in south park, colorado as they deal with absurd, controversial, and satirical situations",comedy,309,,animated films/cartoons,
arcane,,,,No,"dark, dramatic, tense","action and adventure, drama, fantasy",,0%,,,40 min,watchlist,"set in the city of piltover and undercity, explores the origins of two sisters and the rise of power and magic","action, adventure, drama, fantasy",9,,animated films/cartoons,
teen titans,,,,No,"dramatic, funny, happy","action and adventure, comedy, fantasy",,0%,,,22 min,watchlist,follows a team of teenage superheroes balancing crime-fighting with personal challenges,"action, adventure, fantasy, kids, superhero",65,,animated films/cartoons,
teen titans go!,,,,No,"chill, funny, happy","action and adventure, comedy, fantasy",,0%,,,11 min,watchlist,"follows the teen titans in humorous, exaggerated adventures that focus on comedy over serious storylines","comedy, fantasy, kids, superhero",303,,animated films/cartoons,
young justice,,,,No,"dramatic, serious, tense","action and adventure, drama",,0%,,,22 min,watchlist,follows a group of teenage sidekicks forming their own covert team while facing supervillains and political intrigue,"action, adventure, drama, superhero",98,,animated films/cartoons,
justice league,,,,No,"dramatic, serious, tense",action and adventure,,0%,,,23 min,watchlist,follows the formation of the justice league as superheroes unite to fight global threats,"action, adventure, superhero",52,,animated films/cartoons,
justice league unlimited,,,,No,"dramatic, serious, tense",action and adventure,,0%,,,23 min,watchlist,"continues the adventures of the justice league, expanding to include a larger roster of heroes combating worldwide dangers","action, adventure, superhero",39,,animated films/cartoons,
batman: the animated series,,,,No,"dark, dramatic, tense","action and adventure, crime",,0%,,,23 min,watchlist,follows batman as he battles crime and faces complex villains in gotham city with a dark and stylistic tone,"action, adventure, crime, superhero",85,,animated films/cartoons,
the spectacular spider-man,,,,No,"dramatic, happy, tense",action and adventure,,0%,,,22 min,watchlist,follows peter parker as he balances high school life with fighting supervillains in new york city,"action, adventure, kids, superhero",65,,animated films/cartoons,
ultimate spider-man,,,,No,"funny, happy, tense","action and adventure, comedy",,0%,,,22 min,watchlist,follows peter parker training a team of young heroes while battling supervillains and learning responsibility,"action, adventure, comedy, kids, superhero",104,,animated films/cartoons,
x-men: the animated series,,,,No,"dramatic, serious, tense",action and adventure,,0%,,,22 min,watchlist,"follows the x-men as they fight mutants, protect humanity, and face personal struggles within their team","action, adventure, superhero",76,,animated films/cartoons,
x-men: evolution,,,,No,"dramatic, serious, tense",action and adventure,,0%,,,22 min,watchlist,reimagines the x-men as teenagers learning to control their powers while dealing with school life and mutant threats,"action, adventure, superhero",52,,animated films/cartoons,
the amazing world of gumball,,,,No,"chill, funny, happy","comedy, fantasy",,0%,,,11 min,watchlist,follows gumball watterson and his family as they navigate surreal adventures in elmore,"comedy, fantasy, kids",240,,animated films/cartoons,
ben 10,,,,No,"funny, happy, tense","action and adventure, comedy, sci-fi",,0%,,,22 min,watchlist,"follows ben tennyson, a boy who can transform into aliens using the omnitrix, as he fights evil","action, adventure, kids, science",52,,animated films/cartoons,
ben 10: alien force,,,,No,"funny, happy, tense","action and adventure, comedy, sci-fi",,0%,,,22 min,watchlist,follows an older ben tennyson as he discovers new alien forms and battles more dangerous threats,"action, adventure, kids, science",46,,animated films/cartoons,
ben 10: ultimate alien,,,,No,"funny, happy, tense","action and adventure, comedy, sci-fi",,0%,,,22 min,watchlist,continues ben tennyson’s adventures with upgraded powers and facing increasingly powerful villains,"action, adventure, kids, science",52,,animated films/cartoons,
ben 10: omniverse,,,,No,"funny, happy, tense","action and adventure, comedy, sci-fi",,0%,,,22 min,watchlist,"follows ben with a new partner, exploring new alien transformations and tackling strange interdimensional threats","action, adventure, kids, science",80,,animated films/cartoons,
total drama island,,,,No,"dramatic, funny, happy",comedy,,0%,,,22 min,watchlist,follows teenagers competing in a reality show-style competition full of pranks and challenges,"comedy, teen drama",27,,animated films/cartoons,
total drama world tour,,,,No,"dramatic, funny, happy",comedy,,0%,,,22 min,watchlist,the contestants travel worldwide facing themed challenges and musical contests,"comedy, teen drama",26,,animated films/cartoons,
total drama: all-stars,,,,No,"dramatic, funny, happy",comedy,,0%,,,22 min,watchlist,features returning contestants competing in new challenges for revenge and victory,"comedy, teen drama",26,,animated films/cartoons,
phineas and ferb,,,,No,"chill, funny, happy","action and adventure, comedy",,0%,,,22 min,watchlist,follows stepbrothers phineas and ferb creating extraordinary inventions during summer vacation,"adventure, comedy, kids",222,,animated films/cartoons,
gravity falls,,,,No,"funny, happy, tense","comedy, fantasy, mystery",,0%,,,22 min,watchlist,follows twins dipper and mabel in a mysterious town full of supernatural occurrences,"comedy, fantasy, kids, mystery",40,,animated films/cartoons,
miraculous ladybug,,,,No,"happy, romantic, tense","action and adventure, romance",,0%,,,22 min,watchlist,follows marinette as she becomes ladybug to protect paris from supervillains while hiding her identity,"action, adventure, kids, romance, superhero",65,,animated films/cartoons,
winx club,,,,No,"dramatic, happy, tense","action and adventure, drama, fantasy",,0%,,,22 min,watchlist,follows bloom and her friends at alfea school as they develop magical powers and fight evil forces,"action, adventure, fantasy, kids, teen drama",208,,animated films/cartoons,
scooby-doo! mystery incorporated,,,,No,"funny, happy, tense","comedy, fantasy, mystery",,0%,,,22 min,watchlist,follows scooby-doo and the mystery inc gang solving mysteries while uncovering a larger secret,"comedy, kids, mystery",52,,animated films/cartoons,
"scooby-doo, where are you?",,,,No,"chill, funny, happy","comedy, mystery",,0%,,,22 min,watchlist,follows the classic gang as they solve spooky mysteries and unmask villains,"comedy, kids, mystery",41,,animated films/cartoons,
star wars rebels,,,,No,"dramatic, serious, tense","action and adventure, drama, sci-fi",,0%,,,22 min,watchlist,follows a young crew of rebels fighting the empire while discovering personal and political challenges,"action, adventure, drama, science",75,,animated films/cartoons,
star wars resistance,,,,No,"dramatic, serious, tense","action and adventure, drama, sci-fi",,0%,,,22 min,watchlist,follows a young pilot recruited by the resistance to spy on the growing threat of the first order,"action, adventure, drama, science",40,,animated films/cartoons,
ducktales (2017),,,,No,"dramatic, funny, happy","action and adventure, comedy",,0%,,,22 min,watchlist,follows scrooge mcduck and his nephews on globe-trotting adventures in search of treasures,"action, adventure, comedy, kids",75,,animated films/cartoons,
kim possible,,,,No,"funny, happy, tense","action and adventure, comedy",,0%,,,22 min,watchlist,follows high school student kim possible as she balances school life with saving the world,"action, adventure, comedy, kids",87,,animated films/cartoons,
lilo & stitch: the series,,,,No,"chill, funny, happy","action and adventure, comedy, fantasy",,0%,,,22 min,watchlist,follows lilo and stitch capturing escaped experiments while strengthening their friendship,"action, adventure, comedy, fantasy, kids",65,,animated films/cartoons,
danny phantom,,,,No,"funny, happy, tense","action and adventure, comedy, fantasy",,0%,,,22 min,watchlist,"follows danny, a teenager with ghost powers, protecting his town from supernatural threats","action, adventure, comedy, fantasy, kids",53,,animated films/cartoons,
fairly oddparents,,,,No,"chill, funny, happy","comedy, fantasy",,0%,,,22 min,watchlist,follows timmy turner who receives fairy godparents granting wishes that often spiral out of control,"comedy, fantasy, kids",172,,animated films/cartoons,
spongebob squarepants,,,,No,"chill, funny, happy",comedy,,0%,,,11 min,watchlist,follows spongebob and his friends in bikini bottom on absurd and humorous adventures,"comedy, family, kids",293,,animated films/cartoons,
transformers: prime,,,,No,"dramatic, serious, tense","action and adventure, sci-fi",,0%,,,22 min,watchlist,"follows autobots and decepticons in their war for earth, focusing on team dynamics and battles","action, adventure, kids, science",65,,animated films/cartoons,
transformers: animated,,,,No,"funny, happy, tense","action and adventure, comedy, sci-fi",,0%,,,22 min,watchlist,follows autobots adapting to modern earth while facing decepticon threats with humor and teamwork,"action, adventure, comedy, kids, science",42,,animated films/cartoons,
big mouth,,,,No,"dark, dramatic, funny","comedy, drama",,0%,,,23 min,watchlist,"follows teenagers navigating puberty, hormones, and awkward social situations with humor and frankness","comedy, drama, teen drama",71,,animated films/cartoons,
bluey,,,,No,"chill, funny, happy",comedy,,0%,,,7 min,watchlist,"follows bluey, a playful puppy, learning life lessons through imaginative play with family and friends","comedy, family, kids",153,,animated films/cartoons,
the penguins of madagascar,,,,No,"chill, funny, happy","action and adventure, comedy",,0%,,,22 min,watchlist,follows the penguins from madagascar on covert and humorous missions in new york zoo,"adventure, comedy, kids",149,,animated films/cartoons,
kung fu panda: legends of awesomeness,,,,No,"funny, happy, tense","action and adventure, comedy",,0%,,,22 min,watchlist,follows po as he trains in kung fu and protects the valley of peace from various villains,"action, adventure, comedy, kids",80,,animated films/cartoons,
how to train your dragon: riders of berk,,,,No,"funny, happy, tense","action and adventure, comedy, fantasy",,0%,,,22 min,watchlist,follows hiccup and his friends training dragons while defending their village from threats,"action, adventure, comedy, fantasy, kids",40,,animated films/cartoons,
trolls: the beat goes on,,,,No,"chill, funny, happy","comedy, fantasy",,0%,,,22 min,watchlist,follows poppy and branch on musical adventures promoting friendship and fun,"comedy, fantasy, kids",52,,animated films/cartoons,
arcane: bridging the rift,,,,No,"dark, dramatic, tense","action and adventure, drama, fantasy",,0%,,,40 min,watchlist,"a short special bridging storylines from arcane season one and two, exploring character development and conflict","action, adventure, drama, fantasy",1,,animated films/cartoons,
the lion king,,,,No,"dramatic, happy, tense","action and adventure, drama, fantasy",,0%,,,88 min,watchlist,"follows simba’s journey from a young lion cub to king, facing betrayal and discovering courage","action, adventure, drama, fantasy, kids",1,,animated films/cartoons,
aladdin,,,,No,"funny, happy, romantic","action and adventure, fantasy, romance",,0%,,,90 min,watchlist,"follows aladdin as he discovers a magic lamp, falls in love with princess jasmine, and defeats an evil sorcerer","action, adventure, fantasy, kids, romance",1,,animated films/cartoons,
beauty and the beast,,,,No,"dramatic, happy, romantic","drama, fantasy, romance",,0%,,,84 min,watchlist,"follows belle who falls in love with a cursed prince, learning love transcends appearances","drama, fantasy, kids, romance",1,,animated films/cartoons,
mulan,,,,No,"dramatic, serious, tense","action and adventure, drama, historical",,0%,,,88 min,watchlist,follows mulan disguising herself as a soldier to save china and honor her family,"action, adventure, drama, historical, kids",1,,animated films/cartoons,
hercules,,,,No,"funny, happy, tense","action and adventure, comedy, fantasy",,0%,,,93 min,watchlist,follows hercules as he discovers his godly heritage and battles mythological foes while finding his place in the world,"action, adventure, comedy, fantasy, kids",1,,animated films/cartoons,
tarzan,,,,No,"dramatic, happy, tense","action and adventure, drama",,0%,,,88 min,watchlist,"follows tarzan, raised by gorillas, as he discovers his human heritage and defends the jungle from outsiders","action, adventure, drama, kids",1,,animated films/cartoons,
the little mermaid,,,,No,"funny, happy, romantic","comedy, fantasy, romance",,0%,,,83 min,watchlist,"follows ariel, a mermaid princess, who dreams of living on land and falls in love with prince eric","comedy, fantasy, kids, romance",1,,animated films/cartoons,
the princess and the frog,,,,No,"funny, happy, romantic","comedy, fantasy, romance",,0%,,,97 min,watchlist,"follows tiana, a young woman in new orleans, who becomes a frog and learns love and self-discovery","comedy, fantasy, kids, romance",1,,animated films/cartoons,
tangled,,,,No,"funny, happy, romantic","comedy, fantasy, romance",,0%,,,100 min,watchlist,"follows rapunzel, a princess with magical hair, as she escapes her tower and discovers the world with flynn rider","comedy, fantasy, kids, romance",1,,animated films/cartoons,
frozen,,,,No,"dramatic, funny, happy","comedy, drama, fantasy",,0%,,,102 min,watchlist,"follows elsa, a queen with ice powers, and her sister anna as they navigate family, love, and magical challenges","comedy, drama, fantasy, kids",1,,animated films/cartoons,
frozen ii,,,,No,"dramatic, happy, tense","drama, fantasy",,0%,,,103 min,watchlist,follows elsa and anna as they uncover the origins of elsa’s powers and face an ancient threat to their kingdom,"drama, fantasy, kids",1,,animated films/cartoons,
moana,,,,No,"dramatic, funny, happy","action and adventure, comedy, fantasy",,0%,,,107 min,watchlist,follows moana as she sails across the ocean to save her island with the help of demigod maui,"action, adventure, comedy, fantasy, kids",1,,animated films/cartoons,
